This Agency Report was generated on 8/18/2020 3:00:44 PM by the:
Alaska Department of Fish and Game
Mark, Tag, and Age Laboratory
dfg.dcf.cwtstaff@alaska.gov
(907) 465-3483
PO BOX 115526
Juneau, AK 99811-5526
 
Criteria for this report included:
"Years: 2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995"
"States: "
"Agencies: CDFO"
"Rearing codes: "
"Release Location: %%ROBERTSON%%"
"Release Site: %%%"
"Species codes: 410"
"Clip Status: "
"Tag Status codes: "
"Tag codes: "
"Source codes: "
"Gear codes: "
"Harvest codes: "
"Sampling Type codes: "
"StatWeek CWT: 1,54"
"Does NOT include records with null Status Week values"

Year,Survey Site,Sample,Head,Sampling Type Code,Source,Harvest,Gear Class,Date (CWT),Stat Week (CWT),Period,Region,Water Type Code,Quadrant,Seine Area,District,Sub-District,A-Stream / Canada Watershed,Species,Clip Status,Length,Length Type Code,Tag Code,Tag Status,Why Status-7 Code,Year Brood,State,Agency,Rearing Code,Location (Facility or Wild Stock),Site,Tag Ratio Type,Tag Ratio,Expansion Factor,Contribution,Year Release,Release Stage
"1995","SITKA","95030096","030070","R","COM PROP","TRAD","TROLL","4/6/1995","14","1","1","S","NW",,"113","21",,"CHIN","GOOD","896","01","021549","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","25.48","2.95327","75.24932","1991","SMOLT",
"1995","KETCHIKAN","95060123","090868","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","873","01","021549","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","25.48","2.06113","52.51759","1991","SMOLT",
"1995","KETCHIKAN","95060357","045552","R","COM PROP","TRAD","TROLL","8/4/1995","31","5","1","S","SW",,,,,"CHIN","GOOD","913","01","021549","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","25.48","2.10135","53.5424","1991","SMOLT",
"1995","SITKA","95035056","012908","R","SPORT",,,"6/4/1995","23","1","1","S","NW",,"113","62",,"CHIN","GOOD","890","01","021549","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","25.48","6.41171","163.37037","1991","SMOLT",
"1995","ELFIN COVE","95020057","009901","S","COM PROP","TRAD","TROLL","7/9/1995","28","4","1","S","NW",,"113","45",,"CHIN","GOOD","955","01","021549","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","25.48",,,"1991","SMOLT",
"1995","SITKA","95030282","030360","R","COM PROP","SP TROLL","TROLL","6/22/1995","25","3","1","S","NW",,"113","35",,"CHIN","GOOD","860","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","3.37029","195.45997","1991","SMOLT",
"1995","SITKA","95030032","030019","R","COM PROP","TRAD","TROLL","2/28/1995","9","1","1","S","NW",,"113","41",,"CHIN","GOOD","956","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","2.95327","171.27489","1991","SMOLT",
"1995","SITKA","95030068","030045","R","COM PROP","TRAD","TROLL","3/27/1995","13","1","1","S","NW",,"113","41",,"CHIN","GOOD","865","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","2.95327","171.27489","1991","SMOLT",
"1995","PORT ALEXANDER","95080026","028825","R","COM PROP","TRAD","TROLL","7/3/1995","27","4","1","S","SE",,"105","10",,"CHIN","GOOD","953","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","2.80584","162.72469","1991","SMOLT",
"1995","KETCHIKAN","95060123","090869","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","852","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","2.06113","119.53523","1991","SMOLT",
"1995","KETCHIKAN","95060124","090604","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","960","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","2.06113","119.53523","1991","SMOLT",
"1995","PELICAN","95010011","026247","R","COM PROP","TRAD","TROLL","7/7/1995","27","4","1","S","NW",,"189","30",,"CHIN","GOOD","924","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","3.88954","225.57387","1991","SMOLT",
"1995","SITKA","95030498","031154","R","COM PROP","TRAD","TROLL","7/10/1995","28","4","1","S","NW",,"113","62",,"CHIN","GOOD","1000","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","3.88954","225.57387","1991","SMOLT",
"1995","PELICAN","95010033","026354","R","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S","NW",,"113","91",,"CHIN","GOOD","917","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","3.88954","225.57387","1991","SMOLT",
"1995","SITKA","95030530","031718","R","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S","NW",,"113","91",,"CHIN","GOOD","985","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995","3.88954","225.57387","1991","SMOLT",
"1995","KETCHIKAN","95060396","090439","S","COM PROP","TRAD","TROLL","8/6/1995","32","5","1","S","SW",,,,,"CHIN","GOOD","926","01","021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995",,,"1991","SMOLT",
"1995","CRAIG","95075073","012081","S","SPORT",,,"8/11/1995","32",,"1","S","SW",,,,,"CHIN","UNKNOWN",,,"021550","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","57.995",,,"1991","SMOLT",
"1995","SITKA","95030168","030141","R","COM PROP","SP TROLL","TROLL","6/1/1995","22","2","1","S","NE",,"109","10",,"CHIN","GOOD","899","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","1.16667","56.24866","1991","SMOLT",
"1995","CRAIG","95070002","099001","R","COM PROP","TRAD","TROLL","1/16/1995","3","1","1","S","SE",,"105","50",,"CHIN","GOOD","839","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","2.87661","138.69","1991","SMOLT",
"1995","SITKA","95030013","030015","R","COM PROP","TRAD","TROLL","2/9/1995","6","1","1","S","NE",,"109","10",,"CHIN","GOOD","836","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","2.03143","97.94133","1991","SMOLT",
"1995","SITKA","95030382","030631","R","COM PROP","TRAD","TROLL","7/3/1995","27","4","1","S","NW",,"113","31",,"CHIN","GOOD","888","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","3.88954","187.52639","1991","SMOLT",
"1995","SITKA","95030388","030714","R","COM PROP","TRAD","TROLL","7/3/1995","27","4","1","S","NW",,"113","41",,"CHIN","GOOD","960","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","3.88954","187.52639","1991","SMOLT",
"1995","PORT ALEXANDER","95080022","028819","R","COM PROP","TRAD","TROLL","7/3/1995","27","4","1","S",,,,,,"CHIN","GOOD","980","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213",,,"1991","SMOLT",
"1995","SITKA","95030406","030489","R","COM PROP","TRAD","TROLL","7/4/1995","27","4","1","S","NW",,"113",,,"CHIN","GOOD","928","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","3.88954","187.52639","1991","SMOLT",
"1995","KETCHIKAN","95060123","090888","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","889","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","2.06113","99.37326","1991","SMOLT",
"1995","CRAIG","95075063","012067","R","SPORT",,,"7/22/1995","29","2","1","S","SW",,"104","40",,"CHIN","GOOD","911","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213","4.71208","227.18351","1991","SMOLT",
"1995","CRAIG","95070188","020296","S","COM PROP","TRAD","TROLL","8/3/1995","31","5","1","S","SE",,"105",,,"CHIN","GOOD","940","01","021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213",,,"1991","SMOLT",
"1995","SITKA","95035163","012867","S","SPORT",,,"6/15/1995","24",,"1","S","NW",,"113","61",,"CHIN","UNKNOWN",,,"021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213",,,"1991","SMOLT",
"1995","SITKA","95035146","012641","S","SPORT",,,"6/22/1995","25",,"1","S","NW",,"113","45",,"CHIN","UNKNOWN",,,"021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213",,,"1991","SMOLT",
"1995","SITKA","95035149","012647","S","SPORT",,,"6/27/1995","26",,"1","S","NW",,"113","31",,"CHIN","UNKNOWN",,,"021551","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","48.213",,,"1991","SMOLT",
"1995","SITKA","95030350","030502","R","COM PROP","TRAD","TROLL","7/2/1995","27","4","1","S","NW",,"113","22",,"CHIN","GOOD","917","01","021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301","3.88954","86.74063","1991","SMOLT",
"1995","KETCHIKAN","95060143","090660","R","COM PROP","TRAD","TROLL","7/7/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","875","01","021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301","2.06113","45.96526","1991","SMOLT",
"1995","KETCHIKAN","95060148","090269","R","COM PROP","TRAD","TROLL","7/8/1995","27","4","1","S","SE",,"105",,,"CHIN","GOOD","891","01","021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301","2.80584","62.57304","1991","SMOLT",
"1995","SITKA","95030529","031074","R","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S","NW",,,,,"CHIN","GOOD","876","01","021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301","3.88954","86.74063","1991","SMOLT",
"1995","SITKA","95035102","012916","R","SPORT",,,"6/15/1995","24","1","1","S","NW",,"113","41",,"CHIN","GOOD","910","01","021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301","6.41171","142.98754","1991","SMOLT",
"1995","SITKA","95035041","012613","S","SPORT",,,"5/24/1995","21",,"1","S","NW",,"113","41",,"CHIN","UNKNOWN",,,"021552","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","22.301",,,"1991","SMOLT",
"1995","SITKA","95030068","030042","R","COM PROP","TRAD","TROLL","3/27/1995","13","1","1","S","NW",,"113","41",,"CHIN","GOOD","840","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","2.95327","97.92748","1991","SMOLT",
"1995","SITKA","95030382","030632","R","COM PROP","TRAD","TROLL","7/3/1995","27","4","1","S","NW",,"113","31",,"CHIN","GOOD","956","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","3.88954","128.97326","1991","SMOLT",
"1995","SITKA","95030428","030752","R","COM PROP","TRAD","TROLL","7/4/1995","27","4","1","S","NE",,"112",,,"CHIN","GOOD","885","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","1.95469","64.81557","1991","SMOLT",
"1995","KETCHIKAN","95060123","090885","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","870","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","2.06113","68.34501","1991","SMOLT",
"1995","KETCHIKAN","95060124","090823","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","909","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","2.06113","68.34501","1991","SMOLT",
"1995","CRAIG","95070016","099029","R","COM PROP","TRAD","TROLL","7/6/1995","27","4","1","S","SW",,"104","30",,"CHIN","GOOD","900","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","2.06113","68.34501","1991","SMOLT",
"1995","SITKA","95030459","031028","R","COM PROP","TRAD","TROLL","7/6/1995","27","4","1","S","NE",,"109","62",,"CHIN","GOOD","954","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","1.95469","64.81557","1991","SMOLT",
"1995","SITKA","95030454","031001","R","COM PROP","TRAD","TROLL","7/7/1995","27","4","1","S","NW",,"113","62",,"CHIN","GOOD","910","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","3.88954","128.97326","1991","SMOLT",
"1995","KETCHIKAN","95060143","090661","R","COM PROP","TRAD","TROLL","7/7/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","930","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","2.06113","68.34501","1991","SMOLT",
"1995","SITKA","95030508","031271","R","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S","NW",,"113","91",,"CHIN","GOOD","864","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","3.88954","128.97326","1991","SMOLT",
"1995","KETCHIKAN","95065004","012401","R","SPORT",,,"5/27/1995","21","1","1","S","SE",,,,,"CHIN","GOOD","905","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","5.94949","197.27914","1991","SMOLT",
"1995","SITKA","95035130","012845","R","SPORT",,,"6/25/1995","26","2","1","S","NW",,"113","61",,"CHIN","GOOD","890","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","12.41759","411.75487","1991","SMOLT",
"1995","CRAIG","95075067","012072","R","SPORT",,,"7/27/1995","30","2","1","S","SW",,"103","70",,"CHIN","GOOD","947","01","021553","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.159","4.71208","156.24786","1991","SMOLT",
"1995","SITKA","95030145","030123","R","COM PROP","SP TROLL","TROLL","5/24/1995","21","2","1","S","NW",,"113","35",,"CHIN","GOOD","988","01","180226","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","1.005","1.98547","1.9954","1991","SMOLT",
"1995","SITKA","95030088","030057","R","COM PROP","TRAD","TROLL","4/2/1995","14","1","1","S","NW",,"113","41",,"CHIN","GOOD","868","01","180226","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","1.005","2.95327","2.96804","1991","SMOLT",
"1995","SITKA","95035045","013770","R","SPORT",,,"5/29/1995","22","1","1","S","NW",,"113",,,"CHIN","GOOD","940","01","180226","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","1.005","6.41171","6.44377","1991","SMOLT",
"1995","SITKA","95030212","030216","R","COM PROP","SP TROLL","TROLL","6/12/1995","24","3","1","S","NW",,"113","41",,"CHIN","GOOD","785","01","180227","OK",,"1990","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","1","4.75849","4.75849","1991","SMOLT",
"1995","SITKA","95030198","030198","R","COM PROP","SP TROLL","TROLL","6/8/1995","23","3","1","S","NW",,"113","35",,"CHIN","GOOD","782","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","3.37029","124.26596","1992","SMOLT",
"1995","SITKA","95030437","030806","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","NW",,"113","45",,"CHIN","GOOD","748","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","3.88954","143.41123","1992","SMOLT",
"1995","KETCHIKAN","95060123","090867","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","885","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","2.06113","75.99592","1992","SMOLT",
"1995","KETCHIKAN","95060147","090305","R","COM PROP","TRAD","TROLL","7/8/1995","27","4","1","S","SW",,"103",,,"CHIN","GOOD","845","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","2.06113","75.99592","1992","SMOLT",
"1995","SITKA","95030529","031078","R","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S","NW",,,,,"CHIN","GOOD","832","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","3.88954","143.41123","1992","SMOLT",
"1995","SITKA","95035071","013736","R","SPORT",,,"6/4/1995","23","1","1","S","NW",,"113",,,"CHIN","QUESTIONABLE","915","01","180620","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","36.871","6.41171","236.40616","1992","SMOLT",
"1995","PELICAN","95010005","026216","R","COM PROP","TRAD","TROLL","7/4/1995","27","4","1","S","NW",,"113","91",,"CHIN","GOOD","885","01","180621","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","37.541","3.88954","146.01722","1992","SMOLT",
"1995","SITKA","95031102","033166","R","COM PROP","TRAD","TROLL","10/30/1995","44","7","1","S","NW",,"113","41",,"CHIN","GOOD","885","01","180621","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","37.541","2.81148","105.54577","1992","SMOLT",
"1995","KETCHIKAN","95060124","090822","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","848","01","180623","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","29.466","2.06113","60.73326","1992","SMOLT",
"1995","KETCHIKAN","95060170","044502","R","COM PROP","TRAD","TROLL","7/10/1995","28","4","1","S","SW",,"103",,,"CHIN","GOOD","758","01","180623","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","29.466","2.06113","60.73326","1992","SMOLT",
"1995","KETCHIKAN","95060125","090744","R","COM PROP","TRAD","TROLL","7/5/1995","27","4","1","S","SW",,,,,"CHIN","GOOD","858","01","180802","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.064","2.06113","68.1492","1992","SMOLT",
"1995","KETCHIKAN","95060171","044518","R","COM PROP","TRAD","TROLL","7/10/1995","28","4","1","S","SW",,,,,"CHIN","GOOD","840","01","180802","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.064","2.06113","68.1492","1992","SMOLT",
"1995","SITKA","95030759","032808","R","COM PROP","TRAD","TROLL","8/5/1995","31","5","1","S","NW",,"113","41",,"CHIN","GOOD","878","01","180802","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.064","3.3632","111.20084","1992","SMOLT",
"1995","SITKA","95030796","032468","S","COM PROP","TRAD","TROLL","7/11/1995","28","4","1","S",,,,,,"CHIN","UNKNOWN",,,"180802","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.064",,,"1992","SMOLT",
"1995","ELFIN COVE","95020009","099260","R","COM PROP","TRAD","TROLL","4/8/1995","14","1","1","S","NW",,,,,"CHIN","GOOD","790","01","180803","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.334","2.95327","98.4443","1992","SMOLT",
"1995","PETERSBURG","95050031","040043","R","COM PROP","TRAD","TROLL","4/15/1995","15","1","1","S","NE",,"109","51",,"CHIN","GOOD","799","01","180803","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.334","2.03143","67.71569","1992","SMOLT",
"1995","SITKA","95030424","030738","R","COM PROP","TRAD","TROLL","7/4/1995","27","4","1","S","NW",,"113","41",,"CHIN","GOOD","800","01","180803","OK",,"1991","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","33.334","3.88954","129.65393","1992","SMOLT",
