This Agency Report was generated on 8/18/2020 8:23:41 AM by the:
Alaska Department of Fish and Game
Mark, Tag, and Age Laboratory
dfg.dcf.cwtstaff@alaska.gov
(907) 465-3483
PO BOX 115526
Juneau, AK 99811-5526
 
Criteria for this report included:
"Years: 2019"
"States: BC"
"Agencies: CDFO"
"Rearing codes: H"
"Release Location: %%ROBERTSON%%"
"Release Site: %%%"
"Species codes: 410"
"Clip Status: "
"Tag Status codes: "
"Tag codes: "
"Source codes: "
"Gear codes: "
"Harvest codes: "
"Sampling Type codes: "
"StatWeek CWT: 1,54"
"Does NOT include records with null Status Week values"

Year,Survey Site,Sample,Head,Sampling Type Code,Source,Harvest,Gear Class,Date (CWT),Stat Week (CWT),Period,Region,Water Type Code,Quadrant,Seine Area,District,Sub-District,A-Stream / Canada Watershed,Species,Clip Status,Length,Length Type Code,Tag Code,Tag Status,Why Status-7 Code,Year Brood,State,Agency,Rearing Code,Location (Facility or Wild Stock),Site,Tag Ratio Type,Tag Ratio,Expansion Factor,Contribution,Year Release,Release Stage
"2019","SITKA","19037001","779082","R","COM PROP","TRAD","TROLL","7/5/2019","27","4","1","S","NW",,"154",,,"CHIN","GOOD",,,"185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033","3.07418","3.17563","2016","SMOLT",
"2019","SITKA","19037002","779084","R","COM PROP","TRAD","TROLL","7/5/2019","27","4","1","S","NW",,"154",,,"CHIN","GOOD","730","02","185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033","3.07418","3.17563","2016","SMOLT",
"2019","SITKA","19038211","779976","R","COM PROP","TRAD","TROLL","11/6/2019","45","6","1","S","NW",,"113","41",,"CHIN","GOOD","665","02","185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033","1.99442","2.06024","2016","SMOLT",
"2019","SITKA","19031465","763618","R","SPORT",,,"6/7/2019","23",,"1","S","NW",,"113","45",,"CHIN","GOOD","720","02","185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033","3.55852","3.67595","2016","SMOLT",
"2019","ELFIN COVE","19021082","561571","R","SPORT",,,"6/24/2019","26",,"1","S","NW",,"113","91",,"CHIN","NOT CLIPPED","660","02","185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","ELECTRONIC","1.033",,,"2016","SMOLT",
"2019","KETCHIKAN","19061522","562570","R","SPORT",,,"7/28/2019","31",,"1","S","SE",,"101","25",,"CHIN","GOOD","750","02","185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033","1.33333","1.37733","2016","SMOLT",
"2019","SITKA","19035013","757313","S","SPORT",,,"7/14/2019","29",,"1","S","NW",,"113","41",,"CHIN","UNKNOWN",,,"185362","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1.033",,,"2016","SMOLT",
"2019","SITKA","19036213","775143","R","COM PROP","SP TROLL","TROLL","5/4/2019","18","2","1","S","NW",,"113","30",,"CHIN","GOOD","745","02","186141","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-NAHMINT R","SINGLE INDEX","1","1.41637","1.41637","2015","SMOLT",
"2019","KETCHIKAN","19066548","770915","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","670","02","180264","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","3.16168","13.32648","2017","SMOLT",
"2019","CRAIG","19076315","765704","R","COM PROP","TRAD","TROLL","7/4/2019","27","4","1","S","SW",,"152",,,"CHIN","GOOD","630","02","180264","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","2.16366","9.11983","2017","SMOLT",
"2019","SITKA","19037611","777292","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","NW",,"154",,,"CHIN","GOOD","630","02","180264","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","3.79858","16.01101","2017","SMOLT",
"2019","SITKA","19037639","777322","R","COM PROP","TRAD","TROLL","8/15/2019","33","5","1","S","NW",,"154",,,"CHIN","GOOD","656","02","180264","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","3.79858","16.01101","2017","SMOLT",
"2019","SITKA","19038169","778224","R","COM PROP","TRAD","TROLL","10/28/2019","44","6","1","S","NW",,"113","41",,"CHIN","GOOD","615","02","180264","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","1.99442","8.40648","2017","SMOLT",
"2019","KETCHIKAN","19066649","770812","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"103","11",,"CHIN","GOOD","650","02","181881","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","1.95234","8.22911","2017","SMOLT",
"2019","CRAIG","19076593","791745","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"152",,,"CHIN","GOOD","695","02","181882","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","1.95234","8.22911","2017","SMOLT",
"2019","SITKA","19035012","757312","S","SPORT",,,"6/29/2019","26",,"1","S","NW",,"113","31",,"CHIN","UNKNOWN",,,"181882","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215",,,"2017","SMOLT",
"2019","CRAIG","19076605","766997","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"104","40",,"CHIN","GOOD","680","02","181883","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","1.95234","8.22911","2017","SMOLT",
"2019","CRAIG","19076583","766973","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"152",,,"CHIN","GOOD","635","02","181883","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","1.95234","8.22911","2017","SMOLT",
"2019","SITKA","19037589","780317","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","NW",,"154",,,"CHIN","GOOD","630","02","181883","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","3.79858","16.01101","2017","SMOLT",
"2019","SITKA","19031660","763652","R","SPORT",,,"7/14/2019","29",,"1","S","NW",,"113","41",,"CHIN","GOOD","640","02","181883","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.215","3.47083","14.62955","2017","SMOLT",
"2019","CORDOVA","19150024","734446","R","COM PROP","TRAD","DRIFT","6/3/2019","23",,"2","S","PW",,"212",,,"CHIN","GOOD","630","02","182091","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.921","3.05809","15.04886","2017","SMOLT",
"2019","SITKA","19037606","780244","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","NW",,"154",,,"CHIN","GOOD","635","02","182091","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.921","3.79858","18.69281","2017","SMOLT",
"2019","SITKA","19038116","778081","R","COM PROP","TRAD","TROLL","10/16/2019","42","6","1","S","NW",,"113","41",,"CHIN","GOOD","635","02","182091","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.921","1.99442","9.81454","2017","SMOLT",
"2019","CORDOVA","19150004","734532","R","COM PROP","TRAD","DRIFT","5/16/2019","20",,"2","S","PW",,"212",,,"CHIN","GOOD","530","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","3.72027","18.40046","2017","SMOLT",
"2019","CORDOVA","19150006","734540","R","COM PROP","TRAD","DRIFT","5/19/2019","21",,"2","S","PW",,"212",,,"CHIN","GOOD","580","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","5.54768","27.43883","2017","SMOLT",
"2019","KETCHIKAN","19066535","770668","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","600","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","3.16168","15.63767","2017","SMOLT",
"2019","KETCHIKAN","19066535","770654","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","675","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","3.16168","15.63767","2017","SMOLT",
"2019","KETCHIKAN","19066658","770555","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"104","40",,"CHIN","GOOD","740","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","1.95234","9.65627","2017","SMOLT",
"2019","KETCHIKAN","19066658","770560","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"104","40",,"CHIN","GOOD","695","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","1.95234","9.65627","2017","SMOLT",
"2019","SITKA","19038127","778088","R","COM PROP","TRAD","TROLL","10/18/2019","42","6","1","S","NW",,"113","41",,"CHIN","GOOD","610","02","182092","OK",,"2016","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","4.946","1.99442","9.8644","2017","SMOLT",
"2019","CRAIG","19071007","764215","R","SPORT",,,"4/30/2019","18",,"1","S","SW",,"103","60",,"CHIN","GOOD","860","02","182481","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","17.425","1.03846","18.09517","2015","SMOLT",
"2019","SITKA","19038086","778066","R","COM PROP","TRAD","TROLL","10/13/2019","42","6","1","S","NW",,"113","41",,"CHIN","GOOD","730","02","182482","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","17.251","1.99442","34.40574","2015","SMOLT",
"2019","EXCURSION INLET","19100066","559698","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104","20",,"CHIN","GOOD","830","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.16168","21.63538","2016","SMOLT",
"2019","KETCHIKAN","19066535","770787","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","725","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.16168","21.63538","2016","SMOLT",
"2019","KETCHIKAN","19066548","770906","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","710","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.16168","21.63538","2016","SMOLT",
"2019","KETCHIKAN","19066535","770653","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","740","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.16168","21.63538","2016","SMOLT",
"2019","SITKA","19036650","776146","R","COM PROP","SP TROLL","TROLL","6/18/2019","25","3","1","S","NW",,"113","41",,"CHIN","GOOD","760","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1.40088","9.58622","2016","SMOLT",
"2019","SITKA","19036356","773606","R","COM PROP","TERM","TROLL","6/1/2019","22","2","1","S","NW",,"113","33",,"CHIN","GOOD","715","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1.23077","8.42216","2016","SMOLT",
"2019","PETERSBURG","19056184","783510","R","COM PROP","TRAD","TROLL","7/5/2019","27","4","1","S","SE",,"105","50",,"CHIN","GOOD","735","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1.63644","11.19816","2016","SMOLT",
"2019","SITKA","19037616","779397","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","NW",,"113",,,"CHIN","GOOD","760","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.79858","25.99368","2016","SMOLT",
"2019","SITKA","19031034","757513","R","SPORT",,,"5/19/2019","21",,"1","S","NW",,"113","41",,"CHIN","GOOD","770","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","3.99052","27.30713","2016","SMOLT",
"2019","YAKUTAT","19141054","763930","R","SPORT",,,"6/9/2019","24",,"1","S","NW",,"181","60",,"CHIN","GOOD","695","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1.40741","9.63091","2016","SMOLT",
"2019","KETCHIKAN","19061334","562564","R","SPORT",,,"7/13/2019","28",,"1","S","SE",,"102","10",,"CHIN","GOOD","770","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1.43448","9.81615","2016","SMOLT",
"2019","CRAIG","19071892","764262","R","SPORT",,,"7/28/2019","31",,"1","S","SW",,"104","40",,"CHIN","GOOD","740","02","182487","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.843","1","6.843","2016","SMOLT",
"2019","KETCHIKAN","19066481","770463","R","COM PROP","TRAD","PURSE","7/25/2019","30","3","1","S","SW","SASO","103","70",,"CHIN","GOOD","770","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","3.16168","21.52788","2016","SMOLT",
"2019","KETCHIKAN","19066548","770930","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","790","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","3.16168","21.52788","2016","SMOLT",
"2019","CRAIG","19076115","765504","R","COM PROP","SP TROLL","TROLL","5/3/2019","18","2","1","S","SW",,"103","60",,"CHIN","GOOD","660","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","1.56522","10.65758","2016","SMOLT",
"2019","SITKA","19036324","763287","R","COM PROP","SP TROLL","TROLL","5/30/2019","22","2","1","S","NW",,"113","30",,"CHIN","GOOD","670","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","1.41637","9.64406","2016","SMOLT",
"2019","SITKA","19036370","763299","R","COM PROP","SP TROLL","TROLL","6/3/2019","23","3","1","S","NW",,"113","01",,"CHIN","GOOD","700","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","1.30811","8.90692","2016","SMOLT",
"2019","SITKA","19036971","776486","R","COM PROP","TRAD","TROLL","7/3/2019","27","4","1","S","NW",,"113","41",,"CHIN","GOOD","685","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","3.07418","20.93209","2016","SMOLT",
"2019","KETCHIKAN","19066307","749583","R","COM PROP","TRAD","TROLL","7/5/2019","27","4","1","S","SE",,,,,"CHIN","GOOD","650","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","1.63644","11.14252","2016","SMOLT",
"2019","CRAIG","19076605","766996","R","COM PROP","TRAD","TROLL","8/14/2019","33","5","1","S","SW",,"104","40",,"CHIN","GOOD","760","02","182488","OK",,"2015","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","6.809","1.95234","13.29348","2016","SMOLT",
"2019","SITKA","19036286","763275","R","COM PROP","SP TROLL","TROLL","5/21/2019","21","2","1","S","NW",,"113","41",,"CHIN","GOOD","745","02","183070","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","11.475","1.39252","15.97917","2015","SMOLT",
"2019","EXCURSION INLET","19100057","559681","R","COM PROP","TRAD","PURSE","7/28/2019","31","3","1","S","SW","SASO","104","20",,"CHIN","GOOD","865","02","183395","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","12.53","3.16168","39.61585","2015","SMOLT",
"2019","CRAIG","19076177","765538","R","COM PROP","SP TROLL","TROLL","5/22/2019","21","2","1","S","SW",,"103","50",,"CHIN","GOOD","770","02","183396","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","12.53","1.27135","15.93002","2015","SMOLT",
"2019","SITKA","19036052","774726","R","COM PROP","TRAD","TROLL","1/30/2019","5","1","1","S","NW",,"113","41",,"CHIN","GOOD","740","02","183396","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","12.53","3.2234","40.3892","2015","SMOLT",
"2019","CRAIG","19076031","766834","R","COM PROP","TRAD","TROLL","1/28/2019","5","1","1","S","SE",,"105","10",,"CHIN","GOOD","650","02","183397","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","12.561","1.68627","21.18124","2015","SMOLT",
"2019","KETCHIKAN","19066535","770665","R","COM PROP","TRAD","PURSE","7/31/2019","31","3","1","S","SW","SASO","104",,,"CHIN","GOOD","820","02","183398","OK",,"2014","BC","CDFO","H","H-ROBERTSON CREEK H","R-ROBERTSON CR","SINGLE INDEX","12.498","3.16168","39.51468","2015","SMOLT",
